298,13307,-1849
291,13280,-1828
282,13283,-1807
277,13295,-1781
280,13253,-1825
274,13306,-1842
276,13271,-1839
263,13264,-1834
263,13284,-1878
282,13264,-1829
256,13277,-1860
256,13269,-1797
275,13263,-1836
258,13332,-1814
256,13267,-1840
249,13288,-1792
281,13325,-1840
285,13285,-1843
261,13243,-1850
270,13256,-1828
261,13304,-1844
268,13263,-1848
257,13248,-1815
301,13297,-1844
282,13253,-1812
263,13292,-1795
273,13278,-1840
280,13219,-1845
255,13325,-1840
279,13257,-1824
288,13272,-1805
274,13304,-1851
243,13298,-1835
282,13268,-1847
262,13240,-1817
291,13280,-1867
251,13261,-1828
282,13285,-1818
279,13296,-1816
293,13280,-1848
285,13262,-1806
262,13274,-1841
263,13282,-1850
284,13299,-1828
280,13246,-1812
295,13271,-1848
287,13321,-1820
246,13257,-1828
263,13294,-1815
287,13288,-1859
274,13267,-1796
271,13323,-1856
274,13267,-1817
282,13313,-1813
294,13257,-1823
274,13253,-1833
261,13272,-1805
261,13277,-1818
265,13270,-1883
281,13269,-1821
265,13250,-1859
309,13277,-1791
260,13247,-1839
287,13298,-1835
250,13261,-1811
258,13305,-1822
267,13297,-1800
270,13303,-1843
274,13241,-1847
265,13243,-1841
289,13254,-1846
274,13300,-1813
265,13265,-1796
252,13276,-1819
276,13263,-1840
280,13228,-1822
250,13313,-1820
260,13254,-1822
277,13281,-1838
282,13288,-1832
274,13222,-1839
286,13309,-1820
285,13304,-1833
244,13268,-1800
273,13271,-1839
280,13250,-1798
241,13283,-1832
284,13288,-1839
260,13273,-1813
278,13258,-1844
245,13296,-1831
284,13280,-1789
254,13282,-1811
250,13255,-1813
302,13293,-1837
271,13272,-1846
296,13279,-1804
282,13306,-1813
257,13237,-1797
276,13242,-1796
266,13280,-1855
264,13275,-1823
275,13288,-1877
260,13284,-1828
253,13287,-1839
236,13281,-1838
275,13275,-1848
278,13313,-1838
271,13252,-1835
268,13245,-1838
255,13301,-1836
242,13252,-1833
269,13292,-1839
298,13279,-1839
292,13294,-1812
290,13276,-1788
268,13250,-1833
314,13281,-1870
280,13281,-1816
293,13269,-1818
271,13299,-1811
275,13242,-1816
271,13242,-1865
285,13296,-1852
258,13228,-1847
275,13254,-1809
289,13276,-1836
272,13292,-1802
262,13283,-1827
280,13264,-1845
267,13278,-1806
278,13305,-1834
287,13268,-1824
265,13280,-1811
270,13241,-1843
300,13291,-1796
254,13275,-1877
289,13255,-1818
296,13318,-1845
288,13246,-1825
284,13276,-1821
295,13299,-1837
246,13289,-1783
256,13302,-1824
286,13233,-1826
261,13276,-1809
299,13289,-1820
257,13228,-1809
278,13300,-1845
294,13283,-1808
272,13289,-1839
251,13275,-1818
285,13276,-1842
292,13295,-1833
302,13266,-1798
277,13254,-1823
262,13289,-1828
273,13299,-1862
299,13293,-1836
231,13295,-1843
278,13252,-1859
284,13253,-1851
277,13293,-1824
260,13300,-1814
280,13276,-1840
289,13270,-1827
266,13315,-1828
272,13284,-1815
272,13303,-1816
250,13285,-1799
261,13263,-1818
274,13252,-1812
274,13249,-1811
299,13274,-1835
