290,139,-2679
304,160,-2667
297,131,-2678
321,149,-2680
349,110,-2662
309,137,-2692
300,158,-2650
323,117,-2636
329,123,-2728
303,132,-2689
291,182,-2673
323,177,-2696
296,157,-2714
322,145,-2693
335,136,-2669
332,147,-2712
338,126,-2648
338,159,-2678
294,138,-2667
320,180,-2683
333,142,-2637
309,141,-2662
355,144,-2730
290,113,-2694
318,127,-2701
344,130,-2708
340,117,-2666
326,155,-2692
331,161,-2700
327,144,-2698
313,181,-2698
306,128,-2666
312,108,-2692
310,178,-2687
343,159,-2644
315,135,-2668
333,154,-2664
343,166,-2674
327,172,-2686
361,103,-2646
314,127,-2711
327,127,-2699
274,161,-2672
305,179,-2711
338,130,-2683
282,164,-2731
338,176,-2666
303,154,-2683
332,162,-2679
336,156,-2647
320,141,-2684
305,104,-2713
331,136,-2699
303,159,-2658
345,162,-2687
334,159,-2717
306,147,-2676
368,156,-2693
294,132,-2709
352,153,-2707
321,159,-2660
296,136,-2675
316,143,-2702
313,169,-2672
345,192,-2670
328,157,-2684
312,136,-2703
334,177,-2667
296,123,-2704
348,103,-2665
314,129,-2677
327,178,-2672
322,142,-2693
338,166,-2696
303,161,-2656
343,161,-2673
288,139,-2699
326,158,-2659
306,138,-2667
332,143,-2670
346,114,-2705
277,162,-2674
351,142,-2712
333,102,-2696
301,155,-2707
355,149,-2680
296,131,-2698
296,180,-2716
340,144,-2662
303,146,-2661
330,154,-2686
314,166,-2706
308,146,-2719
333,121,-2636
303,140,-2707
344,113,-2695
246,135,-2689
307,137,-2693
345,133,-2657
327,174,-2697
330,149,-2712
309,165,-2717
293,165,-2677
366,138,-2696
290,142,-2696
342,162,-2695
286,147,-2697
306,151,-2671
342,148,-2661
308,101,-2679
347,114,-2689
295,137,-2714
336,138,-2708
317,158,-2683
303,171,-2717
358,147,-2672
318,130,-2695
311,129,-2708
332,141,-2658
313,200,-2675
341,150,-2668
298,143,-2663
295,139,-2689
345,132,-2671
271,153,-2734
357,122,-2673
318,134,-2711
288,167,-2677
332,151,-2672
347,145,-2683
324,182,-2691
331,122,-2668
325,132,-2691
300,136,-2679
330,161,-2678
340,140,-2638
323,147,-2692
346,82,-2698
303,120,-2699
317,114,-2674
348,134,-2683
313,124,-2661
355,168,-2678
301,140,-2694
327,142,-2673
312,142,-2699
282,117,-2701
297,149,-2682
284,141,-2663
309,156,-2637
341,131,-2629
303,133,-2677
354,143,-2698
296,165,-2705
338,131,-2705
353,133,-2714
285,118,-2704
304,139,-2672
299,140,-2677
297,122,-2685
348,140,-2688
256,172,-2694
337,137,-2672
333,149,-2691
277,125,-2711
331,177,-2658
291,151,-2671
278,107,-2673
360,163,-2711
296,154,-2726
306,168,-2680
350,144,-2643
296,175,-2697
312,115,-2670
337,171,-2690
297,184,-2670
336,120,-2672
349,158,-2678
256,126,-2709
328,148,-2698
330,128,-2670
303,113,-2674
314,125,-2644
310,137,-2716
326,131,-2710
339,161,-2672
290,157,-2692
325,153,-2718
336,183,-2686
323,147,-2685
355,181,-2671
292,160,-2684
286,93,-2686
326,181,-2688
297,168,-2651
326,131,-2674
325,136,-2629
260,104,-2699
354,104,-2718
296,120,-2664
353,162,-2704
327,132,-2655
278,122,-2640
342,171,-2650
274,118,-2699
320,94,-2685
351,144,-2670
285,168,-2684
353,116,-2659
312,179,-2668
297,163,-2738
342,148,-2712
289,147,-2676
346,106,-2690
332,179,-2684
284,109,-2683
348,158,-2679
306,145,-2683
334,120,-2728
345,176,-2681
306,108,-2704
336,101,-2681
352,119,-2707
329,144,-2676
254,131,-2681
292,177,-2654
333,152,-2683
278,131,-2738
379,155,-2722
305,149,-2677
354,119,-2679
345,154,-2680
308,162,-2670
323,146,-2677
366,149,-2672
321,164,-2686
306,177,-2694
340,152,-2677
318,151,-2711
334,149,-2662
328,148,-2687
328,108,-2676
329,166,-2692
290,137,-2694
333,151,-2674
314,164,-2667
300,141,-2684
328,146,-2711
320,161,-2678
353,161,-2636
282,175,-2702
294,153,-2661
323,163,-2704
255,129,-2698
348,160,-2649
307,183,-2697
296,137,-2712
326,167,-2690
290,188,-2695
326,151,-2648
314,163,-2691
295,119,-2698
357,164,-2674
265,122,-2683
295,144,-2683
322,180,-2669
279,119,-2660
350,137,-2679
312,186,-2651
297,111,-2664
323,189,-2694
293,134,-2704
338,107,-2686
329,165,-2699
290,119,-2715
337,159,-2716
346,178,-2675
324,133,-2673
348,166,-2701
298,142,-2717
351,100,-2683
